ID,CREDIT,GENDER,EDUCATION,MARRIAGE,AGE,PAY_FEB,PAY_JAN,PAY_DEC,BILL_AMT_FEB,BILL_AMT_JAN,BILL_AMT_DEC,PAY_AMT_FEB,PAY_AMT_JAN,PAY_AMT_DEC,DEFAULT_MAR
302,440000,Female,Graduate,Single,36,-1,-1,-1,0,0,0,0,0,0,0
303,50000,Female,High School,Married,40,-1,-1,-1,49941,51213,12104,2400,1206,1000,0
304,20000,Female,Graduate,Single,25,-1,-1,2,11968,14564,27820,2800,0,4000,1
305,200000,Female,Graduate,Single,27,-1,-1,-1,871,665,960,665,960,3908,0
306,110000,Female,Post Graduate,Single,26,-1,-1,-1,432,3220,5704,3220,5904,0,0
307,500000,Female,Post Graduate,Married,36,-1,-1,-1,10483,23956,0,23962,0,8500,0
308,300000,Female,Post Graduate,Married,27,1,-1,-1,0,5215,0,5215,0,0,0
309,30000,Male,High School,Married,55,2,2,2,9720,10613,11339,1200,1200,2000,1
310,60000,Female,Graduate,Single,27,-1,-1,-1,20847,13801,14366,13809,14583,4889,0
311,400000,Female,Post Graduate,Married,38,-1,-1,-1,3697,3600,1354,1000,1354,5322,0
312,180000,Female,Post Graduate,Married,34,-1,-1,-1,143301,146333,147042,7000,5000,5000,0
313,20000,Male,Graduate,Single,40,-1,-1,-1,10934,13738,16567,3000,3100,0,0
314,200000,Female,High School,Married,49,-1,2,2,52439,51040,56205,0,6000,0,1
315,100000,Male,Graduate,Single,27,-1,-1,-1,55734,52557,33415,1631,1286,200,0
316,60000,Male,Post Graduate,Single,23,-1,-1,-1,49507,33282,34312,1970,2000,618,1
317,110000,Female,Post Graduate,Single,36,-1,-1,-1,47819,48947,50330,2200,2500,2000,0
318,260000,Female,High School,Married,53,1,-1,-1,0,165,526,165,526,452,0
319,50000,Female,High School,Married,46,3,2,2,48522,50955,29516,3754,1,1070,0
320,180000,Male,Post Graduate,Single,29,1,-1,-1,-2,-2,-2,0,0,0,0
321,110000,Male,Post Graduate,Single,29,1,2,2,58362,56598,51908,2500,0,2000,1
322,340000,Female,Graduate,Single,27,-1,-1,-1,172180,180140,166281,21105,5461,5000,0
323,50000,Male,Post Graduate,Single,24,-1,-1,-1,1399,2441,3865,1070,1500,3666,0
324,230000,Female,Post Graduate,Married,28,-1,-1,-1,26361,18826,1100,1710,1100,1000,1
325,360000,Female,Post Graduate,Single,32,-1,-1,-1,93029,94054,91834,10000,7000,10000,0
326,210000,Male,Post Graduate,Single,43,1,-1,-1,0,0,38013,0,38013,3000,0
327,220000,Female,Post Graduate,Married,41,-1,2,2,650,650,325,325,0,950,1
328,60000,Female,Post Graduate,Married,34,2,2,2,24898,27976,27233,3800,0,3720,1
329,340000,Male,Post Graduate,Married,55,-1,-1,-1,50396,44665,8300,44665,8321,2190,0
330,150000,Male,Graduate,Married,40,2,2,2,99855,102586,100064,5200,0,8100,0
331,200000,Female,Post Graduate,Married,37,1,-1,2,-179,505,189,1000,0,6900,1
332,130000,Female,Post Graduate,Single,40,-1,-1,2,9559,12394,11883,3000,0,500,1
333,60000,Female,Graduate,Single,28,1,2,-1,10540,10232,11237,0,1483,673,0
334,400000,Female,Post Graduate,Married,43,1,-1,-1,0,0,0,0,0,0,0
335,20000,Male,Graduate,Single,27,-1,-1,-1,20571,19089,19658,1323,1600,830,0
336,190000,Female,Graduate,Single,28,-1,-1,-1,143464,146943,151905,5795,7408,5645,0
337,260000,Female,Graduate,Single,30,-1,-1,-1,156882,160246,159988,10000,8000,6000,0
338,140000,Female,Post Graduate,Single,31,-1,-1,-1,390,0,0,0,0,0,0
339,50000,Female,Post Graduate,Married,31,-1,-1,-1,46512,47716,49675,1974,4406,1061,1
340,120000,Female,Graduate,Single,34,-1,-1,-1,882,6531,6313,6900,5037,1100,0
341,240000,Female,Post Graduate,Single,30,-1,-1,-1,92,92,92,92,92,0,0
342,50000,Male,Post Graduate,Single,36,-1,-1,-1,5916,6172,4123,1212,1200,0,0
343,200000,Female,Graduate,Single,29,-1,2,-1,2393,183,4847,0,4872,20183,0
344,180000,Male,Graduate,Married,39,-1,-1,-1,274731,281713,242063,11000,145000,26000,0
345,180000,Female,Graduate,Single,26,-1,-1,-1,145403,138232,130553,5440,5051,3835,0
346,160000,Female,Graduate,Single,29,-1,-1,-1,3097,-707,-2697,0,0,5000,0
347,100000,Female,Post Graduate,Single,26,-1,-1,-1,1370,4192,4159,4210,4159,1000,0
348,50000,Female,Post Graduate,Single,29,-1,-1,-1,47081,49316,50409,3000,2000,2000,1
349,140000,Female,Post Graduate,Single,31,-1,-1,-1,138119,137950,140254,6600,6500,5100,0
350,30000,Female,Post Graduate,Single,26,-1,-1,-1,17893,19012,20123,1411,1522,621,1
351,90000,Male,Graduate,Single,26,-1,-1,-1,39128,20473,1940,1541,4200,0,0
352,200000,Male,Graduate,Married,36,1,-1,-1,-14386,-13543,3432,10118,47015,0,0
353,380000,Male,Graduate,Single,30,1,-1,-1,0,0,0,0,0,0,1
354,80000,Female,Post Graduate,Single,43,-1,-1,-1,77057,78102,58501,3177,2600,3000,0
355,50000,Male,High School,Married,58,2,2,2,15899,18720,18122,3400,0,1000,0
356,180000,Male,Post Graduate,Married,45,-1,-1,-1,27679,28422,29650,1481,2000,1100,1
357,240000,Female,Post Graduate,Single,26,-1,-1,-1,141315,128940,124226,6349,5834,3870,0
358,380000,Male,Post Graduate,Single,34,-1,-1,-1,194314,179206,193992,9010,35000,5000,0
359,110000,Female,Doctorate,Single,24,-1,-1,-1,83755,77431,79044,3000,2900,2900,0
360,260000,Male,Graduate,Married,34,-1,-1,-1,49657,291,51058,291,51058,35696,0
361,500000,Female,Post Graduate,Single,23,4,3,2,507726,509229,499936,10000,0,14000,1
362,320000,Female,Post Graduate,Single,30,-1,-1,-1,71305,71151,72029,2589,2568,2570,0
363,50000,Male,Post Graduate,Single,32,4,3,2,45734,44741,43562,0,0,1262,0
364,110000,Male,Graduate,Married,40,1,-1,-1,0,0,2066,0,2066,0,1
365,230000,Female,Graduate,Single,35,-1,-1,-1,761,300,399,300,399,665,0
366,330000,Female,Post Graduate,Married,56,1,-1,-1,-9,1520,1488,1529,1507,0,0
367,50000,Female,Post Graduate,Married,61,-1,-1,-1,47166,49396,50476,3000,2237,975,0
368,10000,Male,Post Graduate,Single,24,-1,2,2,2887,1923,2989,0,1500,0,0
369,300000,Male,Graduate,Married,40,1,-1,-1,0,0,0,0,0,0,0
370,20000,Female,Post Graduate,Married,32,3,2,-1,20631,20010,19703,0,1168,384,1
371,180000,Male,Post Graduate,Married,36,2,2,-1,83538,0,0,0,0,0,1
372,160000,Male,Graduate,Single,30,-1,-1,-1,99,2977,15086,2977,15086,9123,0
373,90000,Female,Graduate,Single,34,-1,-1,-1,34302,35089,43449,1640,9000,0,0
374,30000,Male,High School,Others,54,-1,-1,-1,22987,22298,22352,2500,2000,1500,0
375,180000,Male,Graduate,Married,46,-1,-1,-1,173267,174590,175233,8100,5299,3305,0
376,30000,Male,High School,Married,58,-1,-1,-1,19143,20168,21229,1640,1700,915,0
377,30000,Male,Post Graduate,Married,43,1,2,-1,20518,19901,20905,0,1342,946,0
378,140000,Female,Graduate,Single,28,-1,-1,-1,10833,14446,7609,14000,3855,4991,0
379,210000,Male,Graduate,Single,30,-1,-1,-1,69937,71906,43308,3500,3000,2000,0
380,50000,Male,Post Graduate,Single,31,-1,-1,-1,20526,15129,15093,2000,3000,327,1
381,130000,Female,Post Graduate,Single,29,-1,-1,-1,89055,90780,70947,4200,2575,2600,0
382,50000,Female,Post Graduate,Married,37,2,2,2,1894,3200,3381,1500,400,200,1
383,140000,Male,High School,Married,36,-1,-1,-1,100594,78372,91502,3000,30000,4000,0
384,170000,Female,Post Graduate,Single,28,-1,-1,-1,2948,3848,5646,1105,1903,0,1
385,80000,Male,Post Graduate,Single,25,-1,-1,-1,22619,31429,27923,10010,1209,579,0
386,410000,Female,Others,Married,42,-1,-1,-1,338106,342904,344464,15000,14000,9000,0
387,80000,Female,Graduate,Single,29,1,-1,-1,0,80000,0,80000,0,0,0
388,80000,Male,High School,Married,73,-1,-1,-1,63144,65631,68875,3500,4330,3500,1
389,150000,Male,Post Graduate,Married,43,-1,-1,-1,153249,154049,156523,7900,6500,5700,0
390,260000,Male,Graduate,Married,30,-1,-1,-1,1131,291,582,291,582,0,1
391,350000,Male,Graduate,Married,38,1,-1,-1,0,0,0,0,0,0,0
392,280000,Female,Post Graduate,Married,39,1,-1,-1,-1312,35918,37297,38621,2000,1130,1
393,310000,Male,Post Graduate,Married,44,-1,-1,-1,103797,91989,87720,4400,4013,3011,0
394,140000,Female,Post Graduate,Single,29,-1,-1,-1,20110,17102,18862,3000,3000,3000,0
395,360000,Male,Graduate,Married,51,-1,-1,-1,38000,25000,0,25000,0,0,0
396,140000,Female,Graduate,Single,27,-1,-1,-1,142428,144105,143952,10000,10000,6000,0
397,100000,Male,Graduate,Single,38,-1,-1,-1,40810,42653,42351,2502,1200,860,0
398,50000,Female,Post Graduate,Single,22,-1,-1,-1,0,0,0,0,0,848,0
399,210000,Female,Post Graduate,Married,30,-1,-1,-1,104701,106134,108423,4002,5000,3500,0
400,120000,Female,Post Graduate,Single,25,2,2,2,120298,120822,109887,4007,0,8272,0
401,240000,Male,Graduate,Single,29,-1,-1,-1,156362,132280,99174,5233,3289,2072,0
402,60000,Female,High School,Others,42,-1,-1,-1,41322,29091,28097,1488,1394,962,0
403,150000,Male,Graduate,Single,41,-1,-1,-1,1464,2084,384,2091,384,0,1
404,30000,Male,Post Graduate,Married,48,-1,-1,-1,27879,28870,27806,1774,1710,1046,0
405,160000,Female,Graduate,Single,29,2,2,2,160432,163916,159676,7500,0,11558,1
406,200000,Male,Graduate,Married,52,-1,-1,-1,3858,2690,3410,2690,3487,0,0
407,120000,Female,Post Graduate,Married,25,-1,-1,-1,26476,21393,0,6000,0,0,0
408,500000,Male,Graduate,Married,37,1,2,-1,507062,491956,430637,325,15296,12137,0
409,320000,Female,Graduate,Single,27,-1,-1,-1,55607,62893,59001,11404,8232,10450,0
410,280000,Male,Graduate,Single,31,-1,-1,-1,168382,175646,180650,10000,8000,6371,0
411,60000,Female,Graduate,Single,23,1,2,2,29332,28577,30805,0,2709,1600,1
412,200000,Female,Graduate,Married,38,-1,-1,-1,190,0,0,0,0,367,0
413,230000,Female,Graduate,Married,32,1,-1,-1,0,0,2809,0,2809,4606,0
414,230000,Female,Post Graduate,Single,27,1,2,-1,13668,12647,13135,0,1064,423,1
415,480000,Female,High School,Married,41,-1,-1,-1,14867,26665,199960,26734,199982,9033,0
416,50000,Female,High School,Married,35,-1,-1,-1,22500,5000,0,5000,0,0,0
417,200000,Female,Graduate,Single,31,-1,-1,-1,7184,14845,1097,17507,1102,0,0
418,50000,Female,Graduate,Single,30,-1,-1,-1,14811,16262,17286,2000,1600,1200,0
419,50000,Male,Post Graduate,Married,48,-1,-1,-1,44338,43048,35639,3629,3332,2000,0
420,260000,Female,Graduate,Single,36,1,-1,-1,0,0,0,0,0,0,1
421,30000,Male,Graduate,Single,24,2,-1,-1,25265,26354,27710,1500,1800,1007,0
422,440000,Female,Graduate,Single,29,-1,-1,-1,169661,167199,158520,8071,9021,7013,0
423,230000,Female,Post Graduate,Single,38,-1,-1,-1,10237,2795,1350,2795,1350,371,0
424,200000,Male,Post Graduate,Married,38,2,2,2,104978,105924,102663,4500,0,3500,1
425,490000,Female,Post Graduate,Married,30,-1,-1,-1,192586,197967,201666,10000,7143,7306,0
426,80000,Female,Post Graduate,Married,32,-1,-1,-1,11262,0,0,0,0,0,0
427,20000,Female,High School,Single,49,2,2,2,9551,12081,13087,3000,1500,0,1
428,170000,Female,Graduate,Single,31,-1,-1,-1,199,199,199,199,199,398,1
429,70000,Male,Graduate,Single,27,-1,-1,-1,70119,68536,66601,3600,1646,600,0
430,210000,Female,Post Graduate,Single,33,-1,-1,-1,212601,177946,119362,6000,4500,5000,0
431,90000,Female,Post Graduate,Single,25,-1,-1,-1,91894,71732,73241,3200,3300,3000,0
432,390000,Female,Graduate,Single,27,-1,-1,-1,304867,299998,300426,13007,10612,10041,1
433,110000,Female,Graduate,Single,29,-1,-1,-1,48123,49537,50422,2500,2500,2000,0
434,580000,Female,Graduate,Married,36,-1,-1,-1,159760,162189,166127,6422,6565,5951,0
435,360000,Male,High School,Married,55,-1,-1,-1,9210,8485,17231,6015,17454,1775,0
436,270000,Female,Post Graduate,Married,32,1,2,2,234752,233036,229286,10000,8000,0,1
437,60000,Female,Graduate,Single,27,-1,-1,-1,14072,0,0,0,0,300,0
438,110000,Male,High School,Married,37,-1,-1,-1,61807,62499,62162,2300,2200,2300,0
439,50000,Female,Graduate,Married,25,-1,-1,-1,51044,50231,46677,2500,3008,1000,0
440,80000,Female,Graduate,Single,23,-1,-1,-1,77024,73281,57806,3212,1600,956,1
441,50000,Male,Post Graduate,Single,23,-1,-1,-1,350,350,400,350,400,1695,0
442,100000,Male,Graduate,Single,32,-1,-1,-1,83831,85586,87289,4000,4037,6500,0
443,30000,Female,Graduate,Single,26,1,-1,-1,0,0,945,0,945,0,0
444,200000,Female,Graduate,Single,27,-1,-1,-1,122923,124653,126355,5704,5930,4000,0
445,240000,Male,Graduate,Single,44,-1,-1,-1,246135,231443,234557,12026,9010,7400,1
446,220000,Male,Post Graduate,Single,34,-1,-1,-1,37304,33304,29254,1600,1500,1100,0
447,160000,Female,Graduate,Single,28,-1,-1,-1,146433,107604,89902,4500,4400,3000,0
448,180000,Female,Graduate,Married,53,-1,-1,-1,46122,1260,29366,1260,29366,54,0
449,200000,Male,Doctorate,Married,42,-1,-1,-1,38564,38246,32253,5000,1485,1956,0
450,140000,Female,High School,Married,30,-1,-1,-1,96304,98007,82227,4505,12906,0,0
451,380000,Male,Graduate,Married,51,1,-1,-1,0,0,0,0,0,0,1
452,600000,Male,Graduate,Married,53,2,2,-1,467150,458862,469703,0,18000,16000,1
453,260000,Male,Post Graduate,Single,37,-1,-1,-1,255691,262736,36638,14000,5022,130000,0
454,200000,Female,Graduate,Single,26,-1,-1,-1,156786,179,1443,179,1443,1443,0
455,80000,Male,Post Graduate,Single,42,-1,-1,-1,78129,28202,78553,2500,51432,1800,0
456,40000,Male,Post Graduate,Single,39,-1,-1,-1,40034,36549,17431,2027,1207,301,0
457,130000,Male,High School,Single,39,1,2,2,71034,69329,74175,0,6000,0,0
458,50000,Male,Graduate,Single,32,-1,-1,-1,23974,24131,25326,1800,1900,1300,0
459,230000,Female,Post Graduate,Married,41,-1,-1,-1,819,18163,5473,18163,5654,12887,0
460,70000,Male,Post Graduate,Married,48,-1,-1,-1,50927,39883,32017,2100,1217,500,1
461,180000,Female,Post Graduate,Married,38,-1,-1,-1,152510,151651,159019,5657,10372,5000,0
462,80000,Female,Post Graduate,Married,36,-1,-1,-1,1689,8638,5702,8638,5723,2980,0
463,290000,Female,Post Graduate,Single,26,-1,-1,-1,20807,99860,100000,80000,3000,3015,0
464,230000,Female,Graduate,Single,28,-1,-1,-1,30141,131255,110503,120093,8034,3013,0
465,170000,Female,High School,Others,56,1,-1,-1,0,0,1991,0,1991,0,0
466,230000,Male,Graduate,Married,59,-1,-1,-1,208459,206331,203813,7536,7277,7100,1
467,220000,Male,Graduate,Single,38,-1,-1,-1,212795,211043,212759,8909,7500,9000,1
468,230000,Male,Post Graduate,Single,32,-1,-1,-1,28114,28006,25000,1610,1224,655,0
469,500000,Male,Post Graduate,Married,38,-1,-1,-1,59372,49677,49515,10026,7241,50091,0
470,90000,Female,Graduate,Married,41,-1,-1,-1,6160,3274,6190,3276,6246,307,0
471,390000,Female,High School,Single,35,-1,-1,-1,355215,363325,373181,13802,16525,8893,1
472,400000,Female,Post Graduate,Single,41,-1,-1,-1,366193,372700,375948,14020,13595,6243,0
473,180000,Male,Post Graduate,Married,34,-1,-1,-1,2927,2790,1140,2790,1140,2144,0
474,60000,Male,High School,Married,38,1,2,2,29295,30321,31018,1800,1500,2000,0
475,120000,Female,Post Graduate,Married,32,-1,-1,-1,4158,2682,0,2682,0,6440,0
476,60000,Female,Post Graduate,Single,29,-1,-1,-1,27199,28358,28937,1900,1400,1000,0
477,50000,Male,Graduate,Single,44,-1,-1,-1,50893,28527,29241,1800,1500,1200,0
478,70000,Female,Post Graduate,Married,37,-1,-1,-1,66759,68200,72972,2518,5950,0,0
479,500000,Female,Graduate,Married,38,-1,2,-1,600,300,501,0,501,300,0
480,200000,Male,Graduate,Single,31,-1,-1,-1,0,0,0,0,0,0,0
481,250000,Female,Post Graduate,Married,40,-1,-1,-1,44930,137101,90801,120041,4435,0,0
482,140000,Male,Post Graduate,Single,26,-1,-1,2,131367,146193,140202,17000,0,11400,1
483,70000,Female,Post Graduate,Single,28,-1,-1,-1,41264,41799,37887,2112,1200,758,0
484,90000,Male,High School,Married,48,1,2,2,77604,73317,71334,1700,4000,1600,0
485,100000,Female,Post Graduate,Married,43,-1,-1,-1,2491,1709,574,1709,574,556,0
486,190000,Male,Post Graduate,Married,31,-1,-1,-1,177554,180633,172914,7600,6303,4137,0
487,230000,Female,Graduate,Married,42,-1,-1,-1,6865,15111,13165,15111,13165,0,0
488,320000,Male,Post Graduate,Married,39,-1,-1,-1,93768,91523,91579,3317,3506,4218,0
489,220000,Female,Post Graduate,Married,36,-1,-1,-1,396,1648,792,1648,792,0,1
490,260000,Female,Graduate,Married,34,-1,-1,-1,16426,6088,4663,6277,4663,4140,0
491,90000,Female,Post Graduate,Single,32,-1,-1,-1,573,0,0,157,0,0,0
492,30000,Female,Post Graduate,Married,43,2,2,2,28703,26622,24022,1300,2,1608,0
493,260000,Male,Post Graduate,Single,30,-1,-1,-1,98560,100980,222102,4000,11900,207,0
494,170000,Female,Post Graduate,Single,28,-1,-1,-1,28304,17616,308,4000,308,0,0
495,80000,Female,Graduate,Married,28,-1,-1,-1,8574,9434,10038,1203,1047,248,1
496,50000,Male,Graduate,Married,41,-1,-1,-1,508,672,226,1000,390,1000,0
497,200000,Female,High School,Single,47,-1,-1,-1,203183,202961,194449,7521,7000,7000,0
498,20000,Male,Post Graduate,Single,23,-1,-1,2,16440,20417,18333,7403,0,820,0
499,250000,Female,Graduate,Married,49,-1,-1,-1,66,0,0,0,0,120,0
500,20000,Male,Graduate,Married,38,-1,-1,-1,15912,17272,20565,1623,3916,750,0
501,30000,Female,Post Graduate,Married,38,-1,-1,-1,20344,21705,22537,2000,1500,2000,0
502,90000,Female,Post Graduate,Married,35,1,2,2,23132,22474,28067,0,6000,0,0
503,230000,Female,Others,Single,46,-1,-1,-1,221590,227397,230302,10000,9000,8000,0
504,130000,Female,Graduate,Married,33,-1,-1,-1,19161,20544,22704,2000,3000,0,1
505,30000,Male,Others,Married,53,-1,-1,-1,0,0,0,0,0,0,0
506,160000,Male,Graduate,Single,35,-1,-1,-1,396,396,396,396,396,0,0
507,500000,Female,Post Graduate,Single,43,-1,-1,-1,3959,0,285138,0,285138,4989,0
508,180000,Female,Post Graduate,Single,28,-1,-1,-1,42238,38741,36696,2500,2000,1128,0
509,80000,Female,Post Graduate,Married,30,-1,-1,-1,21507,13207,13997,1700,1400,200,0
510,120000,Male,Graduate,Single,26,-1,-1,-1,884,0,0,0,0,10446,0
511,130000,Male,Post Graduate,Married,31,-1,-1,-1,1261,1261,1261,1261,1261,1411,0
512,120000,Female,Post Graduate,Single,35,-1,-1,-1,240,240,240,240,240,240,1
513,360000,Male,Graduate,Single,28,-1,-1,-1,20223,52962,3978,53228,3997,1750,0
514,50000,Male,Post Graduate,Single,23,2,2,2,29509,30741,31438,2000,1500,1300,1
515,20000,Female,Post Graduate,Single,23,-1,-1,2,18355,20259,19534,2900,10,577,0
516,100000,Male,High School,Married,56,-1,-1,-1,94265,53376,85787,2385,88678,2169,0
517,70000,Male,High School,Married,32,-1,-1,-1,68739,67629,69188,3060,3300,2610,0
518,50000,Male,Post Graduate,Married,47,-1,-1,-1,13917,16695,21320,3000,5000,2000,0
519,10000,Female,Post Graduate,Single,22,1,2,-1,10250,8558,10525,0,2126,390,0
520,290000,Female,Graduate,Married,34,-1,-1,-1,93844,97708,103066,6000,7000,5000,0
521,30000,Female,Graduate,Married,31,-1,-1,-1,16496,17522,18531,1597,1606,819,0
522,410000,Female,Post Graduate,Single,27,1,-1,-1,-58,32991,36465,33049,16000,8700,0
523,360000,Male,Graduate,Single,28,-1,-1,-1,1210,820,64644,390,75720,62520,1
524,140000,Female,Post Graduate,Married,42,-1,-1,-1,111496,112133,69529,6022,3021,5012,1
525,210000,Female,Graduate,Single,32,-1,-1,-1,67374,69489,70937,3200,3200,2600,0
526,220000,Female,Post Graduate,Single,27,-1,-1,-1,1692,13250,433,13250,433,1831,0
527,20000,Male,Post Graduate,Single,27,1,2,-1,18649,18066,19040,0,1594,1000,0
528,620000,Female,Post Graduate,Married,45,2,2,-1,160837,156839,160440,0,6200,6000,1
529,360000,Male,Graduate,Single,26,1,-1,-1,-8,-8,-8,0,0,0,0
530,20000,Female,Post Graduate,Single,21,-1,-1,2,18763,14410,13771,14410,0,28,0
531,50000,Male,Post Graduate,Single,23,-1,-1,-1,34549,18552,19334,2836,1200,13000,0
532,50000,Male,Post Graduate,Others,30,-1,-1,-1,97538,49187,17518,2454,1588,780,0
533,10000,Male,Post Graduate,Single,46,-1,-1,2,4073,6394,6143,2400,0,871,1
534,100000,Female,High School,Married,50,2,-1,-1,53849,55030,61574,2050,7500,2500,1
535,50000,Male,Graduate,Single,26,-1,-1,-1,2411,3059,2333,3068,2440,1807,0
536,60000,Male,Post Graduate,Single,25,-1,-1,-1,480,1675,3630,1675,2500,578,0
537,440000,Female,Graduate,Single,35,-1,-1,-1,330759,337794,274075,13100,11000,10000,0
538,120000,Male,Post Graduate,Married,44,-1,-1,-1,92007,87939,82094,5417,2847,2066,0
539,50000,Female,Graduate,Single,52,-1,-1,-1,3257,4166,0,1000,0,0,0
540,110000,Female,Post Graduate,Married,40,1,2,2,92638,90905,95768,600,7300,3700,0
541,200000,Female,Graduate,Single,38,-1,-1,-1,399,0,0,0,0,0,0
542,150000,Female,Graduate,Single,28,1,-1,-1,0,0,0,0,0,0,0
543,30000,Female,Post Graduate,Married,36,2,3,2,28778,28039,28286,0,1000,0,1
544,100000,Female,Graduate,Single,24,-1,-1,-1,30092,30486,30178,1553,5000,87,0
545,360000,Female,Graduate,Married,34,-1,-1,-1,12339,10138,23912,10000,13912,9785,0
546,390000,Female,Graduate,Single,31,-1,-1,-1,50620,43220,44237,5000,3000,3000,0
547,220000,Female,Graduate,Married,41,1,-1,-1,-65,-65,-65,0,0,0,1
548,160000,Female,Post Graduate,Single,25,-1,-1,-1,0,0,0,0,0,0,0
549,230000,Female,Graduate,Single,28,-1,-1,-1,2403,7357,9752,7357,2566,3000,0
550,120000,Male,Graduate,Single,27,-1,-1,-1,52437,50473,45087,5024,5000,5000,0
551,100000,Male,High School,Married,52,-1,-1,2,4657,6068,6418,1500,1000,1000,1
552,190000,Female,Graduate,Single,41,-1,-1,-1,28204,0,16500,0,16500,0,1
553,50000,Male,Graduate,Married,56,-1,-1,-1,50715,51073,28185,2500,1500,1100,1
554,240000,Female,Graduate,Married,42,1,-1,-1,0,6370,0,6370,0,0,0
555,40000,Female,Post Graduate,Single,24,-1,-1,-1,35285,36714,37356,2000,1600,1401,0
556,630000,Female,Post Graduate,Married,47,-1,-1,-1,37850,68187,1207,38187,1207,2632,0
557,160000,Female,Graduate,Married,33,-1,-1,-1,5233,5393,1824,5401,1829,350,0
558,110000,Female,Post Graduate,Single,32,-1,-1,2,65299,74565,78516,11000,5800,3200,0
559,20000,Male,Post Graduate,Single,29,-1,-1,-1,17208,18419,0,2055,0,0,0
560,210000,Female,High School,Married,53,-1,-1,-1,57192,58472,59658,2800,2753,2400,0
561,270000,Male,Graduate,Single,34,-1,-1,-1,5780,12006,15736,12006,5736,6621,0
562,360000,Female,Post Graduate,Single,52,-1,-1,-1,640,2113,-6,2231,0,1005,0
563,60000,Female,Post Graduate,Married,42,-1,-1,-1,631,2790,1758,2790,1758,416,0
564,360000,Male,Post Graduate,Single,38,-1,-1,-1,108351,111201,63146,8005,8004,5000,0
565,390000,Female,Graduate,Single,45,2,2,2,834,155,-1690,1,1693,6940,0
566,250000,Female,High School,Single,35,-1,-1,-1,7244,8472,1738,8514,1751,6739,0
567,90000,Female,Graduate,Single,24,-1,-1,-1,13141,14526,15482,1600,1500,3000,1
568,360000,Male,Graduate,Single,28,-1,-1,-1,7071,401,3545,1510,3575,10573,0
569,50000,Male,High School,Single,26,-1,-1,-1,35429,30626,30241,1537,1947,800,0
570,270000,Female,Graduate,Married,40,-1,-1,-1,18751,5706,0,1000,0,0,0
571,200000,Female,Graduate,Single,29,1,-1,-1,55788,8360,4897,8394,4927,5089,0
